"Message","TimeSent"
"Waves in atoms","2024-07-13 14:20:52.561758"
"Waves in the cosmos everywhere","2024-07-13 14:21:04.986892"
"Bend light with magic","2024-07-13 14:21:16.371464"
"that real","2024-07-13 14:21:20.502658"
"bending light","2024-07-13 14:21:24.629863"
"i wittnessed the light bend into demon with cigarrete","2024-07-13 14:21:51.501971"
"if the last spider loses touch you may go to hell","2024-07-13 14:22:12.171388"
"it on the fag","2024-07-13 14:22:17.864987"
"smoking ciggs not offensive","2024-07-13 14:22:35.417474"
"GG","2024-07-13 14:22:48.867532"
"that was a gg game","2024-07-13 14:22:56.618945"
"not bad","2024-07-13 14:23:01.25582"
"always improve","2024-07-13 14:23:06.936435"
"i'm all alone for weeks","2024-07-13 14:23:36.82121"
"heheheh","2024-07-13 14:23:42.504315"
"Jesus knows","2024-07-13 14:23:47.670921"
"i need some of that good news bro","2024-07-13 14:24:07.285778"
"Genuine not pagan good news","2024-07-13 14:24:19.683014"
"Crows: ahhhhbbhhhhhh","2024-07-13 14:24:42.416819"
"wtf","2024-07-13 14:24:51.193955"
"channeling love back","2024-07-13 14:25:04.11088"
"Wait everyone","2024-07-13 14:25:30.023645"
"look","2024-07-13 14:25:32.101613"
"Dance for Jesus","2024-07-13 14:25:36.757396"
"Are you accusing my non-friend to having aim-assist?","2024-07-13 14:26:33.573608"
"who","2024-07-13 14:26:42.3503"
"Smoke the savia","2024-07-13 14:26:56.801449"
"salvia","2024-07-13 14:26:59.898276"
"Question is did i reclaim my bed","2024-07-13 14:27:11.25355"
"and stop wasting on mw3 infected","2024-07-13 14:27:21.586187"
"wise voice your wasting time","2024-07-13 14:27:37.080968"
"You should be dancing","2024-07-13 14:28:14.789703"
"both teams","2024-07-13 14:28:22.023996"
"Sing love songs for all eternity then","2024-07-13 14:28:49.405719"
"(only way out of hell)","2024-07-13 14:29:10.580413"
"Jeuss has bucktooth","2024-07-13 14:29:44.655555"
"so does the easter bunny","2024-07-13 14:29:55.4976"
"use white magic around corner there will be cleansed streets from uncertainty","2024-07-13 14:30:32.672878"
"Manifest god made humans into your life","2024-07-13 14:30:55.384581"
"OM","2024-07-13 14:31:02.096337"
"HER","2024-07-13 14:31:04.162078"
"WITH THE TEEETH","2024-07-13 14:31:07.773349"
"SHE LOOKED PERFECT VAMPIRE","2024-07-13 14:31:18.203487"
"GOD HAD TO MAKE HER","2024-07-13 14:31:23.890362"
"HER TEETH","2024-07-13 14:31:29.052793"
"CANT GET ENOUGH","2024-07-13 14:31:33.704922"
"Like vampires","2024-07-13 14:31:48.671598"
"Then i did some magic then thought about magically superhot","2024-07-13 14:32:11.389086"
"but no jesus","2024-07-13 14:32:25.40193"
"Jesus is always here dumb f","2024-07-13 14:32:36.253979"
"Wanna here?","2024-07-13 14:32:48.652455"
"hear?","2024-07-13 14:32:51.765051"
"His voice","2024-07-13 14:32:59.519786"
"OM Invite him over and he can speak","2024-07-13 14:33:16.571326"
"no wayyy","2024-07-13 14:33:21.734907"
"Fergus","2024-07-13 14:34:04.602236"
"us","2024-07-13 14:34:12.349739"
"Christ asks for no fighting as if it were real life","2024-07-13 14:34:43.889879"
"Calm the people who ever doesnt dance around enemy has not accepted chrsit","2024-07-13 14:35:12.314068"
"Demon satan","2024-07-13 14:36:22.069534"
"Lol why wouldn't","2024-07-13 14:36:55.649859"
"we fight the enemy","2024-07-13 14:37:02.873654"
"i see our heavenly father :D","2024-07-13 14:37:38.416649"
"he looks like this on wood and shit --__--","2024-07-13 14:37:54.940019"
"You're all nonces who like children","2024-07-13 14:38:38.341779"
"Jesus name i bless you with redeeming love","2024-07-13 14:39:07.417936"
"Jesus hangs around sinners hoping love","2024-07-13 14:39:35.833633"
"Hell is real","2024-07-13 14:40:07.517723"
"Heaven is Real","2024-07-13 14:40:13.202483"
"Balance my bro","2024-07-13 14:40:24.568899"
"i bless you with ammo :D","2024-07-13 14:41:03.346014"
"Share package!!!!","2024-07-13 14:42:10.5602"
"Enemys want thsi one","2024-07-13 14:42:22.481908"
"the less you target me the more i throw into open middle","2024-07-13 14:42:57.123788"
"I love the day that i stopped being a cunt","2024-07-13 14:43:59.173896"
"scienctific pizza","2024-07-13 14:44:15.722794"
"Don't press F","2024-07-13 14:45:48.741361"
"no respects for dead team","2024-07-13 14:46:00.111647"
"gg","2024-07-13 14:46:24.401057"
"hanging off the rail g","2024-07-13 14:46:28.533002"
"bg","2024-07-13 14:47:00.510299"
"blow glob","2024-07-13 14:47:11.361612"
"Less i speak i get better","2024-07-13 14:47:49.599185"
"OH YEAH AND CORPORATIONS ARE TREATING YOU AS ENTITIES known as (corporation(s) deceptively person(S)","2024-07-13 14:49:04.091287"
"LIKE ANIMALS","2024-07-13 14:49:10.809798"
"Person is liable the Man is not for rules","2024-07-13 14:49:50.631705"
"Make corporations in peoples names","2024-07-13 14:50:19.100039"
"Therefore bringing about legislative society that does everything to hurt freedom","2024-07-13 14:50:59.44617"
"Now who you're voting for is DEAD CAPITALS NAMES so someone can take from corporation and enjoy","2024-07-13 14:51:41.313682"
"bury it","2024-07-13 14:51:51.642289"
"^5Crystal Blue","2024-07-13 14:52:26.243939"
"Swiss cheese steve","2024-07-13 14:52:37.685482"
"i am become steve","2024-07-13 14:52:41.335826"
"I will now allow you to pass through serveral inlightenments soon","2024-07-13 14:54:49.523936"
"Hey CHrist any chance of making me better/?","2024-07-13 14:55:19.996541"
"My brother in christ i am become alien","2024-07-13 14:55:45.30887"
"while on 666mg","2024-07-13 14:55:53.5708"
"D","2024-07-13 14:55:58.223052"
":D","2024-07-13 14:55:59.771053"
"Dinner","2024-07-13 14:56:40.119909"
"fuck dinner","2024-07-13 14:56:44.770759"
"we going to heaven","2024-07-13 14:56:49.937842"
"Fast 3","2024-07-13 14:56:59.77955"
"days show your animal inside no","2024-07-13 14:57:06.4957"
"i need someone in this room with me to help","2024-07-13 14:57:30.271107"
"Nah like a godly friend who follows christ","2024-07-13 14:57:46.817255"
"You REPENTED !!!!!!!!!!!!!!","2024-07-13 14:58:13.229492"
"Do benzos make you worse at everyhting?","2024-07-13 14:58:56.104913"
"HMMMMMMMMM kibbles","2024-07-13 14:59:12.631084"
"Golden christ kibbles","2024-07-13 14:59:24.068746"
"Counter-UAV up their blind!!!!!!!!!!!!!!!!","2024-07-13 14:59:51.458516"
"More decibels please","2024-07-13 15:00:01.288174"
"Hmmmm crisp","2024-07-13 15:00:17.83103"
"Are we enjoy life?","2024-07-13 15:00:36.955236"
"Overwatch guardians swirling into vortexs on LSD","2024-07-13 15:01:14.224547"
"MW2","2024-07-13 15:01:17.841931"
"Times! up judgement day :D","2024-07-13 15:02:46.822136"
"Mum getting deepest darkness lol","2024-07-13 15:03:10.151877"
"THe clouds Were frozen","2024-07-13 15:03:30.878946"
"i seen the clouds were frozen in place","2024-07-13 15:03:42.79199"
"Imagine that your lungs","2024-07-13 15:04:07.124217"
"Yeah very nice","2024-07-13 15:04:38.771854"
"so nice","2024-07-13 15:04:42.384704"
"Gg","2024-07-13 15:04:45.493519"
"ALL CAP G","2024-07-13 15:04:54.283897"
"Forgive brother if he sins against you 76 times","2024-07-13 15:05:32.399336"
"Keep forgiving debts","2024-07-13 15:05:57.1979"
"Lol","2024-07-13 15:06:09.080676"
"He doesn't want burnt sacrifice om","2024-07-13 15:06:24.566105"
"????? ?????","2024-07-13 15:07:34.009747"
"????? ?????","2024-07-13 15:07:36.595073"
"????? ?????","2024-07-13 15:07:37.630825"
"Jesus is here in russian","2024-07-13 15:07:45.904134"
"What is jesus got sus?","2024-07-13 15:07:59.335821"
"Pushing bullets","2024-07-13 15:08:57.250134"
"Eating bullet","2024-07-13 15:09:05.006709"
"Don't be afraid just believe (JESUS)","2024-07-13 15:09:41.875993"
"His plans for you are good promises of blessings","2024-07-13 15:10:02.05924"
"g","2024-07-13 15:10:19.130379"
"HE IS ALPHA","2024-07-13 15:14:26.00932"
"t","2024-07-13 15:19:40.127682"
"Swiss Cheese Steve","2024-07-13 15:20:27.241059"
"why so vengefull?","2024-07-14 19:01:16.717742"
"fookin hell","2024-07-14 19:18:38.558684"
"gg","2024-07-14 19:19:34.897484"
"sucking the love out of that package","2024-07-14 19:38:35.666023"
"We never lose winner team","2024-07-14 19:39:23.234572"
"ahhhhhhh","2024-07-14 19:43:16.414249"
"Love gang","2024-07-14 19:48:38.750307"
"Press F to pay respects","2024-07-14 19:49:46.608351"
"My job is working at the mirror factory","2024-07-14 19:54:03.738251"
